"REF_DATE","GEO","DGUID","Age of mother","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404520","2.5.2","30.2","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404521","2.6.1","1364","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404522","2.6.2","31.1","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404523","2.7.1","590","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404524","2.7.2","13.5","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404525","2.8.1","98","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404526","2.8.2","2.2","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404527","2.9.1","7","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404528","2.9.2","0.2","","","","1"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Number of live births","Number","223","units","0","v21404529","2.10.1","0","","","","0"
"2012","Newfoundland and Labrador, place of residence of mother","2016A000210","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404530","2.10.2","0.0","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Number of live births","Number","223","units","0","v21404531","3.1.1","1315","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404532","3.1.2","100.0","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404533","3.2.1","0","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404534","3.2.2","0.0","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404535","3.3.1","62","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404536","3.3.2","4.7","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404537","3.4.1","221","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404538","3.4.2","16.8","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404539","3.5.1","419","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404540","3.5.2","31.9","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404541","3.6.1","402","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404542","3.6.2","30.6","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404543","3.7.1","179","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404544","3.7.2","13.6","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404545","3.8.1","30","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404546","3.8.2","2.3","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Number of live births","Number","223","units","0","v21404547","3.9.1","2","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, 45 to 49 years","Percentage of live births","Percentage","242","units","0","v21404548","3.9.2","0.2","","","","1"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Number of live births","Number","223","units","0","v21404549","3.10.1","0","","","","0"
"2012","Prince Edward Island, place of residence of mother","2016A000211","Age of mother, not stated","Percentage of live births","Percentage","242","units","0","v21404550","3.10.2","0.0","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Number of live births","Number","223","units","0","v21404551","4.1.1","8791","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, all ages","Percentage of live births","Percentage","242","units","0","v21404552","4.1.2","100.0","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Number of live births","Number","223","units","0","v21404553","4.2.1","2","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, under 15 years","Percentage of live births","Percentage","242","units","0","v21404554","4.2.2","0.0","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Number of live births","Number","223","units","0","v21404555","4.3.1","482","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 15 to 19 years","Percentage of live births","Percentage","242","units","0","v21404556","4.3.2","5.5","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Number of live births","Number","223","units","0","v21404557","4.4.1","1635","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 20 to 24 years","Percentage of live births","Percentage","242","units","0","v21404558","4.4.2","18.6","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Number of live births","Number","223","units","0","v21404559","4.5.1","2625","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 25 to 29 years","Percentage of live births","Percentage","242","units","0","v21404560","4.5.2","29.9","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Number of live births","Number","223","units","0","v21404561","4.6.1","2625","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 30 to 34 years","Percentage of live births","Percentage","242","units","0","v21404562","4.6.2","29.9","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Number of live births","Number","223","units","0","v21404563","4.7.1","1190","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 35 to 39 years","Percentage of live births","Percentage","242","units","0","v21404564","4.7.2","13.5","","","","1"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Number of live births","Number","223","units","0","v21404565","4.8.1","225","","","","0"
"2012","Nova Scotia, place of residence of mother","2016A000212","Age of mother, 40 to 44 years","Percentage of live births","Percentage","242","units","0","v21404566","4.8.2","2.6","","","","1"
